company_name,email,phone,website,domain,address,city,province,rating,reviews,category,google_maps_url
"Dr. Tara Lantz, ND Naturopathic Doctor",,+1 902-406-2006,http://www.drtaralantz.ca/,www.drtaralantz.ca,"2111 Maitland St #100, Halifax, NS B3K 2Z8, Canada",Halifax,Nova Scotia,0,0,Naturopathic practitioner,https://www.google.com/maps/search/?api=1&query=Dr.%20Tara%20Lantz%2C%20ND%20Naturopathic%20Doctor&query_place_id=ChIJV5U7PHkhWksR6LhGB-mPcCU
Dr Priya Joshi ND,,+1 902-406-0100,http://www.doctorpriya.com/,www.doctorpriya.com,"5991 Spring Garden Rd #465, Halifax, NS B3H 1Y6, Canada",Halifax,Nova Scotia,5,2,Naturopathic practitioner,https://www.google.com/maps/search/?api=1&query=Dr%20Priya%20Joshi%20ND&query_place_id=ChIJZ3zvKzAiWksRNbnugYghmts
MacLean Naturopathic Wellness Centre,,+1 902-538-0692,https://www.rivervalleypartnersinhealth.ca/about-us-theresa-maclean/,www.rivervalleypartnersinhealth.ca,"185 Commercial St, Berwick, NS B0P 1E0, Canada",Berwick,Nova Scotia,0,0,Naturopathic practitioner,https://www.google.com/maps/search/?api=1&query=MacLean%20Naturopathic%20Wellness%20Centre&query_place_id=ChIJQ8xnbspcWEsR-ejPzQcEI7Y
Dr. Ellen Conte ND,,+1 902-407-0808,http://ellenconte.com/,ellenconte.com,"2585 Beech St, Halifax, NS B3L 2X9, Canada",Halifax,Nova Scotia,5,1,Naturopathic practitioner,https://www.google.com/maps/search/?api=1&query=Dr.%20Ellen%20Conte%20ND&query_place_id=ChIJSSjKFoUhWksRWtYO50a213A
"Dr. Jennah Miller, ND",,+1 902-705-6550,http://www.jennahmiller.com/,www.jennahmiller.com,"90 Alderney Dr, Dartmouth, NS B2Y 4S8, Canada",Dartmouth,Nova Scotia,0,0,Naturopathic practitioner,https://www.google.com/maps/search/?api=1&query=Dr.%20Jennah%20Miller%2C%20ND&query_place_id=ChIJqbbQjmUjWksRTjmAeF-25BY
"Dr. Erin Balodis, Naturopathic Doctor",,+1 902-406-2006,,,"2111 Maitland St #100, Halifax, NS B3K 2Z8, Canada",Halifax,Nova Scotia,0,0,Naturopathic practitioner,https://www.google.com/maps/search/?api=1&query=Dr.%20Erin%20Balodis%2C%20Naturopathic%20Doctor&query_place_id=ChIJM3pzud-LWUsRQaLNYjq0x4Q
Dr. Lauren MacIntosh,,+1 902-464-2225,http://laurenmacintosh.com/,laurenmacintosh.com,"155 Ochterloney St, Dartmouth, NS B2Y 1C9, Canada",Dartmouth,Nova Scotia,0,0,Corporate office,https://www.google.com/maps/search/?api=1&query=Dr.%20Lauren%20MacIntosh&query_place_id=ChIJM-_CzFsjWksRiyKe_OFR170
"Dr. Erin Edmonds, ND (Luminate Co. Wellness Centre)",,+1 902-835-9319,,,"486 Starboard Dr, Bedford, NS B3M 0N6, Canada",Bedford,Nova Scotia,0,0,Naturopathic practitioner,https://www.google.com/maps/search/?api=1&query=Dr.%20Erin%20Edmonds%2C%20ND%20(Luminate%20Co.%20Wellness%20Centre)&query_place_id=ChIJJWm7uS8iWksR0yN4KzPDNL4
"Dr. Kathryn Urquhart, Naturopathic Doctor",,+1 902-835-4907,http://www.bedfordnaturopathic.ca/,www.bedfordnaturopathic.ca,"50 Gary Martin Dr #110, Bedford, NS B4B 0P9, Canada",Bedford,Nova Scotia,0,0,Naturopathic practitioner,https://www.google.com/maps/search/?api=1&query=Dr.%20Kathryn%20Urquhart%2C%20Naturopathic%20Doctor&query_place_id=ChIJMRxm28OJWUsRK08gRFikWII
Acupuncture & Naturopath Association of Nova Scotia,,+1 902-492-2828,,,"6606 Quinpool Rd, Halifax, NS B3H 4E1, Canada",Halifax,Nova Scotia,0,0,Naturopathic practitioner,https://www.google.com/maps/search/?api=1&query=Acupuncture%20%26%20Naturopath%20Association%20of%20Nova%20Scotia&query_place_id=ChIJeSeN-ykiWksRp1QfyTVrq8g
"Dr Cassandra Connolly, ND",user@domain.com,+1 782-482-3928,https://www.drcassandraconnollynd.com/,www.drcassandraconnollynd.com,"5209 St Margarets Bay Rd Suite 206, Upper Tantallon, NS B3Z 1E3, Canada",Upper Tantallon,Nova Scotia,4.5,2,Naturopathic practitioner,https://www.google.com/maps/search/?api=1&query=Dr%20Cassandra%20Connolly%2C%20ND&query_place_id=ChIJQ_87xiohWksRGXmhU6CO_Lc
Mindful Healing Naturopathic Consultations and Counselling,,+1 902-669-0387,http://mindfulhealing.ca/,mindfulhealing.ca,"3258 Isleville St, Halifax, NS B3K 3Y5, Canada",Halifax,Nova Scotia,0,0,Naturopathic practitioner,https://www.google.com/maps/search/?api=1&query=Mindful%20Healing%20Naturopathic%20Consultations%20and%20Counselling&query_place_id=ChIJNyDYeSlRX0sRX5c79QaFWRU
Dr Jeremy Hayman ND Naturopathic Doctor,,+1 902-820-3443,http://www.naturopathiccancer.ca/,www.naturopathiccancer.ca,"14 Old School Rd, Upper Tantallon, NS B3Z 2J6, Canada",Upper Tantallon,Nova Scotia,5,2,Naturopathic practitioner,https://www.google.com/maps/search/?api=1&query=Dr%20Jeremy%20Hayman%20ND%20Naturopathic%20Doctor&query_place_id=ChIJQ128a_KNWUsR6dbJwI7wnLQ
Dr. Ben Connolly,,+1 902-820-3443,http://www.drbenconnolly.com/,www.drbenconnolly.com,"14 Old School Rd, Upper Tantallon, NS B3Z 2J6, Canada",Upper Tantallon,Nova Scotia,5,4,Naturopathic practitioner,https://www.google.com/maps/search/?api=1&query=Dr.%20Ben%20Connolly&query_place_id=ChIJgdk_Ay6NWUsRdZjueY5FGvI
Naturopathic Way,,+1 902-449-8963,,,"260 Wyse Rd, Dartmouth, NS B3A 1N3, Canada",Dartmouth,Nova Scotia,1,1,Naturopathic practitioner,https://www.google.com/maps/search/?api=1&query=Naturopathic%20Way&query_place_id=ChIJdSBpXtQjWksRDng07cccl_E
"Dr. Jennifer Salib Huber, RD, ND",,+31 6 48209155,http://www.jennsalibhuber.ca/,www.jennsalibhuber.ca,"10 Portland St Unit 101, Dartmouth, NS B2Y 1G9, Canada",Dartmouth,Nova Scotia,0,0,Naturopathic practitioner,https://www.google.com/maps/search/?api=1&query=Dr.%20Jennifer%20Salib%20Huber%2C%20RD%2C%20ND&query_place_id=ChIJAw3B990jWksR6sZlNEd5Z08
Mother Nature's Natural Therapy Clinic,,+1 902-832-1958,http://mothernaturesnaturaltherapy.com/,mothernaturesnaturaltherapy.com,"50 Gary Martin Dr, Bedford, NS B4B 0P9, Canada",Bedford,Nova Scotia,5,2,Acupuncture clinic,https://www.google.com/maps/search/?api=1&query=Mother%20Nature's%20Natural%20Therapy%20Clinic&query_place_id=ChIJof2rnMyJWUsRJKREEQ6Kf08
"Dr. Taryn Deering, Naturopathic Doctor",,+1 902-252-3080,,,"546 Sackville Dr #400, Lower Sackville, NS B4C 2S2, Canada",Lower Sackville,Nova Scotia,0,0,Naturopathic practitioner,https://www.google.com/maps/search/?api=1&query=Dr.%20Taryn%20Deering%2C%20Naturopathic%20Doctor&query_place_id=ChIJX6ZKb-6IWUsR1_fkQeoKO-g
"Dr Ashley Margeson, ND",,+1 902-820-3443,http://www.ashleymargeson.com/,www.ashleymargeson.com,"14 Old School Rd, Upper Tantallon, NS B4V 2J3, Canada",Upper Tantallon,Nova Scotia,0,0,Naturopathic practitioner,https://www.google.com/maps/search/?api=1&query=Dr%20Ashley%20Margeson%2C%20ND&query_place_id=ChIJVWOGWi2NWUsRx-anAMCCcdo
Shine Through Energy Healing,,+1 902-789-9783,,,"6025 Almon St, Halifax, NS B3K 5N0, Canada",Halifax,Nova Scotia,0,0,Holistic medicine practitioner,https://www.google.com/maps/search/?api=1&query=Shine%20Through%20Energy%20Healing&query_place_id=ChIJ2U8VDb4hWksRBVnHMjDtrzM
On The Mend Alternative Therapies,,+1 902-457-3273,,,"19 Alma Crescent, Halifax, NS B3N 2C4, Canada",Halifax,Nova Scotia,0,0,Holistic medicine practitioner,https://www.google.com/maps/search/?api=1&query=On%20The%20Mend%20Alternative%20Therapies&query_place_id=ChIJ83sHT6ghWksRnnw-81pOKf0
"Dr. Abrar Negahban, Naturopathic Doctor",,+1 902-252-3080,https://drabrar.ca/,drabrar.ca,"30 Damascus Rd unit 101, Bedford, NS B4A 0C1, Canada",Bedford,Nova Scotia,0,0,Naturopathic practitioner,https://www.google.com/maps/search/?api=1&query=Dr.%20Abrar%20Negahban%2C%20Naturopathic%20Doctor&query_place_id=ChIJZ0I0WieJWUsRP-umrBRfR3U
Bedford Couple & Family Therapy,reception@bedfordtherapy.ca,+1 902-800-4627,https://bedfordtherapy.ca/,bedfordtherapy.ca,"Suite #220, 1600 Bedford Hwy, Bedford, NS B4A 1E8, Canada",Bedford,Nova Scotia,0,0,Psychotherapist,https://www.google.com/maps/search/?api=1&query=Bedford%20Couple%20%26%20Family%20Therapy&query_place_id=ChIJQ81hA86JWUsRB9Rd64_D30k
ML Family Counselling Clinic Bedford,ashley@mlfamilycounselling.com,+1 902-476-0056,https://www.mlfamilycounselling.com/,www.mlfamilycounselling.com,"11 Bloom Ln Suite 216, Bedford, NS B4B 0W5, Canada",Bedford,Nova Scotia,0,0,Mental health clinic,https://www.google.com/maps/search/?api=1&query=ML%20Family%20Counselling%20Clinic%20Bedford&query_place_id=ChIJvarHyEOLWUsRujOKfoHLwvw
Restore. Renew. Revive.,info@restorecounselling.ca,+1 902-702-7722,https://restorecounselling.ca/,restorecounselling.ca,"#220, 1600 Bedford Hwy, Bedford, NS B4A 1E8, Canada",Bedford,Nova Scotia,5,2,Psychotherapist,https://www.google.com/maps/search/?api=1&query=Restore.%20Renew.%20Revive.&query_place_id=ChIJmUj4bMSJWUsRIzhigzxiZuc
KB Counselling Therapy,info@kbcounsellingtherapy.com,+1 902-707-3701,https://kbcounsellingtherapy.com/,kbcounsellingtherapy.com,"1550 Bedford Hwy suite 304, Bedford, NS B4A 1E6, Canada",Bedford,Nova Scotia,5,1,Psychotherapist,https://www.google.com/maps/search/?api=1&query=KB%20Counselling%20Therapy&query_place_id=ChIJ1zw5uOWJWUsRykuWL7j01u4
Dr. Leah Clyburn & Associates,info@drleah.ca,+1 902-440-7528,https://www.drleahclyburn.ca/,www.drleahclyburn.ca,"72 Gary Martin Dr Suite 100, Bedford, NS B4B 0P7, Canada",Bedford,Nova Scotia,5,2,Psychologist,https://www.google.com/maps/search/?api=1&query=Dr.%20Leah%20Clyburn%20%26%20Associates&query_place_id=ChIJqwRqToKJWUsRKvgom9yKrpc
Milestones Psychological Services,,+1 902-830-4808,,,"827 Bedford Hwy, Bedford, NS B4A 0J1, Canada",Bedford,Nova Scotia,0,0,Mental health service,https://www.google.com/maps/search/?api=1&query=Milestones%20Psychological%20Services&query_place_id=ChIJiT9PYfiJWUsR1uyrGSj13nA
Mountain View Counselling,,+1 902-789-6227,,,"1356 Bedford Hwy, Bedford, NS B4A 1E2, Canada",Bedford,Nova Scotia,0,0,Mental health clinic,https://www.google.com/maps/search/?api=1&query=Mountain%20View%20Counselling&query_place_id=ChIJSV9r9X6JWUsRvXs3fAp7j4c
Dartmouth Psychological Services Inc.,,+1 902-461-8133,http://dartmouthpsychological.ca/,dartmouthpsychological.ca,"45 Alderney Dr #1050, Dartmouth, NS B2Y 2N5, Canada",Dartmouth,Nova Scotia,0,0,Psychologist,https://www.google.com/maps/search/?api=1&query=Dartmouth%20Psychological%20Services%20Inc.&query_place_id=ChIJOwZvQ-cjWksRlOqHrmGOAgI
True North Psychological Services Dartmouth,cropped-cropped-tnps_logo_285x765@2x-q04jo2kt9x5nhpmwpsx0gyk5izfejjun5fx442vj58.png,+1 902-536-2689,https://truenorthpsychological.com/,truenorthpsychological.com,"3 Spectacle Lake Dr Unit 390, Dartmouth, NS B3B 1W8, Canada",Dartmouth,Nova Scotia,5,1,Psychologist,https://www.google.com/maps/search/?api=1&query=True%20North%20Psychological%20Services%20Dartmouth&query_place_id=ChIJaZA4UD0nWksRiFNXvD8DiOI
Carleen Hall Psychological Services,,+1 902-406-7413,http://carleenhall.ca/,carleenhall.ca,"Parking lot, 250 Baker Dr Suite 235, Dartmouth, NS B2W 6L4, Canada",Dartmouth,Nova Scotia,5,1,Mental health service,https://www.google.com/maps/search/?api=1&query=Carleen%20Hall%20Psychological%20Services&query_place_id=ChIJAQDA4JgjWksRmBVLwPV8RYc
Driftwood Psychology,services@driftwoodpsychology.ca,+1 782-321-6300,https://www.driftwoodpsychology.ca/,www.driftwoodpsychology.ca,"300 Prince Albert Rd, Dartmouth, NS B2Y 4J2, Canada",Dartmouth,Nova Scotia,0,0,Psychologist,https://www.google.com/maps/search/?api=1&query=Driftwood%20Psychology&query_place_id=ChIJC7GMlOgjWksRrbmERjOoqOE
Halifax Counselling and Wellness (Dartmouth Clinic),user@domain.com,+1 902-600-9317,https://www.halifaxcounselling.ca/,www.halifaxcounselling.ca,"31 Gloster Ct, Dartmouth, NS B3B 1X9, Canada",Dartmouth,Nova Scotia,5,3,Psychologist,https://www.google.com/maps/search/?api=1&query=Halifax%20Counselling%20and%20Wellness%20(Dartmouth%20Clinic)&query_place_id=ChIJu30DzxQnWksRhff6GUm1-MA
Affirming Psychology,privacypolicyupdates@automattic.com,,http://affirmingpsychology.ca/,affirmingpsychology.ca,"250 Baker Dr Suite 233, Dartmouth, NS B2W 6L4, Canada",Dartmouth,Nova Scotia,5,1,Psychologist,https://www.google.com/maps/search/?api=1&query=Affirming%20Psychology&query_place_id=ChIJ45B6PAAjWksRR0SBeNw--bA
"Canadian Mental Health Association, Nova Scotia Division",ybranch@cmhask.com,(877) 466-6606,https://novascotia.cmha.ca/,novascotia.cmha.ca,"644 Portland St Suite 201 3, Dartmouth, NS B2W 2M3, Canada",Dartmouth,Nova Scotia,4.5,2,Mental health clinic,https://www.google.com/maps/search/?api=1&query=Canadian%20Mental%20Health%20Association%2C%20Nova%20Scotia%20Division&query_place_id=ChIJu42uzeAjWksRpXvY1w_mWrs
IWK Dartmouth Community Mental Health and Addictions Clinic,human.resources@iwk.nshealth.ca,+1 902-469-8170,https://iwkhealth.ca/,iwkhealth.ca,"99 Wyse Rd #1420, Dartmouth, NS B3A 4S5, Canada",Dartmouth,Nova Scotia,0,0,Medical clinic,https://www.google.com/maps/search/?api=1&query=IWK%20Dartmouth%20Community%20Mental%20Health%20and%20Addictions%20Clinic&query_place_id=ChIJxzn1_14hWksRqnOJlTXxu5c
NuVista Mental Health,admindartmouth@truenorthps.ca,+1 902-536-2689,https://nuvistamentalhealth.com/locations/dartmouth/,nuvistamentalhealth.com,"3 Spectacle Lake Dr, Dartmouth, NS B3B 1W8, Canada",Dartmouth,Nova Scotia,0,0,Mental health clinic,https://www.google.com/maps/search/?api=1&query=NuVista%20Mental%20Health&query_place_id=ChIJAQDAMcQmWksROi0Zqlzl8BM
CMHA Halifax-Dartmouth Branch,user@domain.com,+1 902-455-5445,https://www.cmhahalifaxdartmouth.ca/,www.cmhahalifaxdartmouth.ca,"7071 Bayers Rd #311, Halifax, NS B3L 4P3, Canada",Halifax,Nova Scotia,5,1,Mental health service,https://www.google.com/maps/search/?api=1&query=CMHA%20Halifax-Dartmouth%20Branch&query_place_id=ChIJCRaChNMjWksRkG77cFqnJmA
The Peoples' Counselling Clinic,,+1 902-832-1593,http://www.thepeoplescounsellingclinic.ca/,www.thepeoplescounsellingclinic.ca,"6169 Quinpool Rd Suite 202, Halifax, NS B3L 4P8, Canada",Halifax,Nova Scotia,5,1,Counselor,https://www.google.com/maps/search/?api=1&query=The%20Peoples'%20Counselling%20Clinic&query_place_id=ChIJYUSrt1kjWksR7-OBNeHw2JQ
Haven for Hope Counselling Centre,,+1 902-443-7191,http://www.havenforhope.ca/,www.havenforhope.ca,"6169 Quinpool Rd Suite 205, Halifax, NS B3L 4P8, Canada",Halifax,Nova Scotia,5,1,Mental health service,https://www.google.com/maps/search/?api=1&query=Haven%20for%20Hope%20Counselling%20Centre&query_place_id=ChIJVQ3tgVwhWksRMWUTB_gcV3A
Bayers Road Community Mental Health,,+1 902-454-1400,http://www.cdha.nshealth.ca/mental-health-and-addictions-program/programs-and-services/mental-health-services/services-communi-2,www.cdha.nshealth.ca,"7071 Bayers Rd & Bayers Road Centre, Halifax, NS B3L 4T7, Canada",Halifax,Nova Scotia,1.8,29,Mental health clinic,https://www.google.com/maps/search/?api=1&query=Bayers%20Road%20Community%20Mental%20Health&query_place_id=ChIJkd4xCaQhWksR-JqvMlgK3gw
Free Range Therapy,,+1 902-456-3613,http://freerangetherapy.ca/,freerangetherapy.ca,"5991 Spring Garden Rd #465, Halifax, NS B3H 4R7, Canada",Halifax,Nova Scotia,3.7,3,Mental health service,https://www.google.com/maps/search/?api=1&query=Free%20Range%20Therapy&query_place_id=ChIJr6q6uS8iWksRoWZNZJ5bUzg
Aulakh Psychological and Counselling Services Inc.,info@aulakhpsychology.ca,+1 902-490-0090,https://www.aulakhpsychology.ca/,www.aulakhpsychology.ca,"6155 North St #305, Halifax, NS B3K 5R3, Canada",Halifax,Nova Scotia,4,4,Psychologist,https://www.google.com/maps/search/?api=1&query=Aulakh%20Psychological%20and%20Counselling%20Services%20Inc.&query_place_id=ChIJFZC2ToAhWksRgap1GzXTdzE
Halifax Psychologist,,+1 902-932-8428,http://www.halifaxpsychologist.com/,www.halifaxpsychologist.com,"1526 Dresden Row, Halifax, NS B3J 1G9, Canada",Halifax,Nova Scotia,5,1,Psychologist,https://www.google.com/maps/search/?api=1&query=Halifax%20Psychologist&query_place_id=ChIJLTNTMD8iWksRHH4jpyLV52c
Shift Psychological and Counselling Services,,+1 902-407-7070,http://shifttherapy.ca/,shifttherapy.ca,"5663 Nora Bernard St Suite 300, Halifax, NS B3K 1B6, Canada",Halifax,Nova Scotia,4,4,Psychologist,https://www.google.com/maps/search/?api=1&query=Shift%20Psychological%20and%20Counselling%20Services&query_place_id=ChIJZRXQZaYhWksRBl_SaKaHWmQ
Catherine Phinney Counselling & Psychotherapy,connect@catherinephinney.com,+1 782-312-0150,https://www.catherinephinney.com/,www.catherinephinney.com,"Southend Suites, 1226 Hollis St Suite 101, Halifax, NS B3J 1T6, Canada",Halifax,Nova Scotia,5,3,Psychotherapist,https://www.google.com/maps/search/?api=1&query=Catherine%20Phinney%20Counselling%20%26%20Psychotherapy&query_place_id=ChIJqas9DbAjWksR16I09Kd98V0
Satisfied life Counselling Services,,+1 902-817-6642,,,"Halifax, NS B3P 0K7, Canada",Halifax,Nova Scotia,5,1,Mental health service,https://www.google.com/maps/search/?api=1&query=Satisfied%20life%20Counselling%20Services&query_place_id=ChIJCdyubwQZWksRQ8_x8sI6Hgw
Fenwick Psychological Services,hello@fenwickwellness.ca,+1 902-421-7514,https://fenwickwellness.ca/,fenwickwellness.ca,"5595 Fenwick St, Halifax, NS B3H 4M2, Canada",Halifax,Nova Scotia,5,2,Psychologist,https://www.google.com/maps/search/?api=1&query=Fenwick%20Psychological%20Services&query_place_id=ChIJZSwYuTciWksR17BSu-E8moI
Anchor Point Psychological Services,,+1 902-200-2081,http://www.anchorpointpsych.ca/,www.anchorpointpsych.ca,"11 Bloom Ln unit 208, Bedford, NS B4B 0W5, Canada",Bedford,Nova Scotia,0,0,Mental health clinic,https://www.google.com/maps/search/?api=1&query=Anchor%20Point%20Psychological%20Services&query_place_id=ChIJgxVY6IeLWUsRQMYlZ9JUhVo
emPower Psychological Services,,+1 902-407-7286,,,"2 Bluewater Rd, Bedford, NS B4B 1G7, Canada",Bedford,Nova Scotia,5,1,Psychologist,https://www.google.com/maps/search/?api=1&query=emPower%20Psychological%20Services&query_place_id=ChIJQTi-YHiJWUsRPZr8G0TQcV8
Kathrine Lincoln & Associates Inc.,,+1 902-719-7039,http://www.kathrinelincolnassociates.com/,www.kathrinelincolnassociates.com,"1550 Bedford Hwy, Bedford, NS B4A 1E6, Canada",Bedford,Nova Scotia,5,2,Psychologist,https://www.google.com/maps/search/?api=1&query=Kathrine%20Lincoln%20%26%20Associates%20Inc.&query_place_id=ChIJLRTNnxeJWUsRj-kMF5HTa_c
Red Chair Psychology Inc.,,+1 902-517-1057,http://www.redchairpsychology.com/,www.redchairpsychology.com,"35 Bloom Ln Suites 217 & 220, Bedford, NS B4B 2E6, Canada",Bedford,Nova Scotia,0,0,Psychologist,https://www.google.com/maps/search/?api=1&query=Red%20Chair%20Psychology%20Inc.&query_place_id=ChIJlbGedy2LWUsRIyTa_BTgRJ4
Bird & Associates Psychological Services Inc.,info@birdpsychological.com,+1 902-832-9715,https://birdpsychological.com/,birdpsychological.com,"1550 Bedford Hwy suite 601, Bedford, NS B4A 1E6, Canada",Bedford,Nova Scotia,4,4,Psychologist,https://www.google.com/maps/search/?api=1&query=Bird%20%26%20Associates%20Psychological%20Services%20Inc.&query_place_id=ChIJ3fKbuXghWksRy7uLYAR1tgc
Sunnyside Psychological Services,,+1 902-832-5190,http://sunnysidepsychological.com/,sunnysidepsychological.com,"1600 Bedford Hwy, Bedford, NS B4A 1E8, Canada",Bedford,Nova Scotia,0,0,Psychologist,https://www.google.com/maps/search/?api=1&query=Sunnyside%20Psychological%20Services&query_place_id=ChIJPSj6MAeJWUsRmO_-XJDgzWI
Developing Minds Psychology Center,,+1 902-579-1481,http://mydevelopingmind.ca/,mydevelopingmind.ca,"35 Bloom Ln #105, Bedford, NS B4B 2E6, Canada",Bedford,Nova Scotia,0,0,Psychologist,https://www.google.com/maps/search/?api=1&query=Developing%20Minds%20Psychology%20Center&query_place_id=ChIJCRlIOP2LWUsR42hgtOPWfiU
LRL Counselling and Consulting,,+1 782-826-2683,http://www.lrlcounselling.com/,www.lrlcounselling.com,"2 Bluewater Rd Suite 206, Bedford, NS B4B 1G7, Canada",Bedford,Nova Scotia,5,1,Psychotherapist,https://www.google.com/maps/search/?api=1&query=LRL%20Counselling%20and%20Consulting&query_place_id=ChIJT2OCHQCJWUsR6Hhjsd4s7_0
Strongest Families Institute,support@livecon.com,(866) 470-7111,https://strongestfamilies.com/,strongestfamilies.com,"2 Dartmouth Rd, Bedford, NS B4A 2K7, Canada",Bedford,Nova Scotia,5,1,Corporate office,https://www.google.com/maps/search/?api=1&query=Strongest%20Families%20Institute&query_place_id=ChIJrxc1CnyJWUsRK2j0OgOhDSg
Dr. Holly McConville,,+1 902-225-9147,http://www.drhollymcconville.com/,www.drhollymcconville.com,"72 Gary Martin Dr Suite 100, Bedford, NS B4B 0P7, Canada",Bedford,Nova Scotia,1,1,Psychologist,https://www.google.com/maps/search/?api=1&query=Dr.%20Holly%20McConville&query_place_id=ChIJK10LuYKJWUsR2V837brxUFk
Dr. C. K. Perrier & Associates,,+1 902-220-8680,http://www.perrierwellness.ca/,www.perrierwellness.ca,"1687 Bedford Hwy Unit 2A, Bedford, NS B4A 1G1, Canada",Bedford,Nova Scotia,0,0,Psychologist,https://www.google.com/maps/search/?api=1&query=Dr.%20C.%20K.%20Perrier%20%26%20Associates&query_place_id=ChIJGd2PfGIgWksReMPazajbBqg
New Dawn Counselling and Psychotherapy,privacypolicyupdates@automattic.com,+1 902-401-6778,http://www.newdawncounselling.com/,www.newdawncounselling.com,"218, 2 Bluewater Rd, Bedford, NS B4B 1G7, Canada",Bedford,Nova Scotia,0,0,Psychotherapist,https://www.google.com/maps/search/?api=1&query=New%20Dawn%20Counselling%20and%20Psychotherapy&query_place_id=ChIJ8-VWz8wjWksRRDkApjohuhQ
Brunswick Creek Psychology Services,,+1 902-700-4819,https://www.brunswickcreek.ca/,www.brunswickcreek.ca,"35 Bloom Ln Suite 221, Bedford, NS B4B 2E6, Canada",Bedford,Nova Scotia,0,0,Psychologist,https://www.google.com/maps/search/?api=1&query=Brunswick%20Creek%20Psychology%20Services&query_place_id=ChIJdxgg36OLWUsROrdoy9MEO7Q
Holding Space Counselling Therapy,,+1 902-497-5221,https://www.holdingspacens.com/,www.holdingspacens.com,"2 Bluewater Rd, Bedford, NS B4B 1G7, Canada",Bedford,Nova Scotia,0,0,Psychotherapist,https://www.google.com/maps/search/?api=1&query=Holding%20Space%20Counselling%20Therapy&query_place_id=ChIJ2VtZAb-JWUsRSi-j66RKxtg
Beyond Trauma Therapy,hannah@beyondtraumatherapy.ca,+1 902-510-1242,https://beyondtraumatherapy.ca/,beyondtraumatherapy.ca,"1550 Bedford Hwy suite 304, Bedford, NS B4A 1E6, Canada",Bedford,Nova Scotia,0,0,Counselor,https://www.google.com/maps/search/?api=1&query=Beyond%20Trauma%20Therapy&query_place_id=ChIJOxsxm6SJWUsREZC3naP8bmM
Brushett Kelly MSc RMFT,,+1 902-488-5975,,,"1278 Bedford Hwy, Bedford, NS B4A 1C7, Canada",Bedford,Nova Scotia,0,0,Family counselor,https://www.google.com/maps/search/?api=1&query=Brushett%20Kelly%20MSc%20RMFT&query_place_id=ChIJB8f4wOuJWUsRWB0reaDN56I
Birchside Psychological Services,,+1 902-404-9940,,,"1658 Bedford Hwy, Bedford, NS B4A 2X9, Canada",Bedford,Nova Scotia,0,0,Psychologist,https://www.google.com/maps/search/?api=1&query=Birchside%20Psychological%20Services&query_place_id=ChIJdznHXD2JWUsRsroMoPmWOxk
Crossroads Counselling & Psychological Services,info@crossroadscpc.ca,+1 902-702-3656,https://crossroadscpc.ca/,crossroadscpc.ca,"128 Appaloosa Run, Hammonds Plains, NS B4B 0C1, Canada",Hammonds Plains,Nova Scotia,4,4,Psychologist,https://www.google.com/maps/search/?api=1&query=Crossroads%20Counselling%20%26%20Psychological%20Services&query_place_id=ChIJq6pqzN-LWUsR7o-0gnCl7is
Sunrise Psychological,terra@sunrisepsychological.ca,+1 902-267-8111,https://www.sunrisepsychological.ca/,www.sunrisepsychological.ca,"1496 Bedford Hwy Suite 330, Bedford, NS B4A 1E5, Canada",Bedford,Nova Scotia,5,2,Mental health clinic,https://www.google.com/maps/search/?api=1&query=Sunrise%20Psychological&query_place_id=ChIJM1zE2J4nWksReV-mzE3dybg
Terrain Psychotherapy,,+1 782-321-2346,https://terrainpsychotherapy.com/,terrainpsychotherapy.com,"1600 Bedford Hwy Suite 303, Bedford, NS B4A 1E8, Canada",Bedford,Nova Scotia,0,0,Psychotherapist,https://www.google.com/maps/search/?api=1&query=Terrain%20Psychotherapy&query_place_id=ChIJlRvxq_uJWUsRCmDthj72NCM
Alder Grove Counselling,user@domain.com,+1 902-223-9617,https://aldergrovecounselling.com/,aldergrovecounselling.com,"Parking lot, 15 Dartmouth Rd, Bedford, NS B4A 2M9, Canada",Bedford,Nova Scotia,0,0,Mental health service,https://www.google.com/maps/search/?api=1&query=Alder%20Grove%20Counselling&query_place_id=ChIJi0KVOzqJWUsRwZJLyM--cB4
DEBORAH HUBBLE SMITH,,+1 902-464-2225,http://deborahhubblesmith.ca/,deborahhubblesmith.ca,"Bedford Couple and Family Therapy, 1600 Bedford Hwy Suite 220, Bedford, NS B4A 1E8, Canada",Bedford,Nova Scotia,0,0,Counselor,https://www.google.com/maps/search/?api=1&query=DEBORAH%20HUBBLE%20SMITH&query_place_id=ChIJFburk-MjWksRwXgeODA8FvI
Seymour Psychological Services Inc,,+1 902-865-7321,http://seymourpsychological.ca/,seymourpsychological.ca,"Lower Sackville, NS B4C 2N1, Canada",Lower Sackville,Nova Scotia,5,2,Psychologist,https://www.google.com/maps/search/?api=1&query=Seymour%20Psychological%20Services%20Inc&query_place_id=ChIJxaOj4JKJWUsRZbI4GfwzCoA
